;Abies_cephalonica;Acantholimon_androsaceum;Achillea_aegyptiaca;Achillea_umbellata;Achnatherum_fallacinum;Acinos_nanus;Aegilops_biuncialis;Aethionema_retsina;Aethionema_saxatile;Alkanna_hellenica;Alkanna_sieberi;Allium_achaium;Allium_aegilicum;Allium_apergi;Allium_apolloniensis;Allium_archaeotrichon;Allium_bourgaei;Allium_brachyspathum;Allium_brulloi;Allium_calamarophilon;Allium_callimischon;Allium_candargyi;Allium_chalkii;Allium_circinnatum;Allium_circinnatum;Allium_dilalatum;Allium_dirphianum;Allium_gomphrenoides;Allium_karistanum;Allium_luteolum;Allium_makrianum;Allium_occultum;Allium_orestis;Allium_pilosum;Allium_platakisii;Allium_runemarkii;Allium_samothracicum;Allium_tardans;Allium_thessalicum;Alyssoides_cretica;Alyssum_baldaccii;Alyssum_degenianum;Alyssum_densistellatum;Alyssum_euboicum;Alyssum_fragillimum;Alyssum_idaeum;Alyssum_lassiticum;Alyssum_lesbiacum;Alyssum_samium;Alyssum_simulans;Alyssum_sphacioticum;Alyssum_tenium;Alyssum_xiphocarpum;Amelanchier_parviflora;Anacamptis_boryi;Anchusa_cespitosa;Anchusa_samothracica;Anchusa_stylosa;Anchusa_undulata;Anchusella_variegata;Andrachne_telephioides;Anemone_hortensis;Anthemis_abrotanifolia;Anthemis_ammanthus;Anthemis_ammanthus;Anthemis_filicaulis;Anthemis_glaberrima;Anthemis_macrotis;Anthemis_rhodensis;Anthemis_rosea;Anthemis_samariensis;Anthemis_scopulorum;Anthemis_tomentella;Anthemis_wernerii;Anthyllis_splendens;Arabis_cretica;Arenaria_aegaea;Arenaria_fragillima;Arenaria_guicciardii;Arenaria_runemarkii;Aristolochia_cretica;Aristolochia_microstoma;Armeria_icarica;Armeria_johnsenii;Arum_cyrenaicum;Arum_idaeum;Arum_purpureospathum;Asperula_abbreviata;Asperula_brachyphylla;Asperula_crassula;Asperula_idaea;Asperula_lutea;Asperula_nitida;Asperula_ophiolithica;Asperula_pubescens;Asperula_rigida;Asperula_samia;Asperula_suffruticosa;Asperula_taygetea;Asperula_tournefortii;Asplenium_creticum;Astragalus_austroaegaeus;Astragalus_creticus;Astragalus_dolinicolus;Astragalus_idaeus;Astragalus_nummularius;Asyneuma_giganteum;Atriplex_recurva;Aubrieta_scyria;Bellevalia_brevipedicellata;Bellevalia_juliana;Bellevalia_sitiaca;Bellis_longifolia;Biarum_davisii;Biarum_rhopalospadix;Biarum_tenuifolium;Bolanthus_creutzburgii;Bolanthus_creutzburgii;Bolanthus_fruticulosus;Bolanthus_graecus;Bolanthus_thymifolius;Brachypodium_sylvaticum;Brassica_cretica;Bufonia_stricta;Bufonia_stricta;Bupleurum_aira;Bupleurum_gaudianum;Bupleurum_greuteri;Bupleurum_kakiskalae;Calamintha_cretica;Campanula_aizoon;Campanula_anchusiflora;Campanula_andrewsii;Campanula_boreosporadum;Campanula_calaminthifolia;Campanula_carpatha;Campanula_celsii;Campanula_celsii;Campanula_constantinii;Campanula_cretica;Campanula_creutzburgii;Campanula_cymaea;Campanula_drabifolia;Campanula_euboica;Campanula_goulimyi;Campanula_heterophylla;Campanula_hierapetrae;Campanula_incurva;Campanula_jacquinii;Campanula_kastellorizana;Campanula_laciniata;Campanula_lavrensis;Campanula_merxmuelleri;Campanula_olivieri;Campanula_pelviformis;Campanula_pinatzii;Campanula_rechingeri;Campanula_reiseri;Campanula_rhodensis;Campanula_samothracica;Campanula_saonissia;Campanula_sartorii;Campanula_saxitilis;Campanula_saxitilis;Campanula_sciathia;Campanula_scopelia;Campanula_spathulata;Campanula_topaliana;Campanula_tubulosa;Carduus_euboicus;Carex_cretica;Carex_idaea;Carlina_barnebyana;Carlina_corymbosa;Carlina_diae;Carlina_sitiensis;Caroxylon_aegeum;Caroxylon_carpathum;Carthamus_leucaulos;Carthamus_rechingeri;Centaurea_argentea;Centaurea_atropurpurea;Centaurea_attica;Centaurea_baldaccii;Centaurea_carystea;Centaurea_ebenoides;Centaurea_euboica;Centaurea_euboica;Centaurea_idaea;Centaurea_ipsaria;Centaurea_laconica;Centaurea_lactucifolia;Centaurea_lancifolia;Centaurea_mantoudii;Centaurea_pelia;Centaurea_poculatoris;Centaurea_raphanina;Centaurea_raphanina;Centaurea_rechingeri;Centaurea_redempta;Centaurea_redempta;Centaurea_samothracica;Centaurea_spruneri;Centaurea_spruneri;Centaurea_xylobasis;Centranthus_sieberi;Cephalanthera_cucullata;Cephalaria_flava;Cephalaria_squamiflora;Cerastium_brachypetalum;Cerastium_brachypetalum;Cerastium_candidissimum;Cerastium_decalvans;Cerastium_deschatresii;Cerastium_illyricum;Cerastium_runermarkii;Cerastium_scaposum;Cerastium_scaposum;Chaenorhinum_idaeum;Chaerophyllum_creticum;Chamaecytisus_spinescens;Chondrilla_ramosissima;Cirsium_heldreichii;Cirsium_morinifolium;Clematis_elisabethae;Colchicum_cretense;Colchicum_euboeum;Colchicum_lingulatum;Colchicum_zahnii;Colutea_insularis;Conium_divaricatum;Consolida_arenaria;Consolida_tenuissima;Convolvulus_argyrothamnos;Corydalis_thasia;Corydalis_uniflora;Cotoneaster_creticus;Crepis_auriculifolia;Crepis_fraasii;Crepis_incana;Crepis_neglecta;Crepis_neglecta;Crepis_sibthorpiana;Crepis_tybakiensis;Crocus_cartwrightianus;Crocus_laevigatus;Crocus_niveus;Crocus_oreocreticus;Crocus_sieberi;Crocus_tournefortii;Cruciata_taurica;Cuscuta_atrans;Cyclamen_confusum;Cyclamen_creticum;Cyclamen_rhodium;Cyclamen_rhodium;Cyclamen_rhodium;Cymbalaria_microcalyx;Cymbalaria_microcalyx;Cymbalaria_microcalyx;Cynoglossum_sphacioticum;Dactylis_glomerata;Dactylorhiza_kalopissii;Daphne_euboica;Delphinium_hellenicum;Dianthus_cinnamomeus;Dianthus_cinnamomeus;Dianthus_desideratus;Dianthus_diffusus;Dianthus_fruticosus;Dianthus_fruticosus;Dianthus_fruticosus;Dianthus_fruticosus;Dianthus_fruticosus;Dianthus_fruticosus;Dianthus_fruticosus;Dianthus_fruticosus;Dianthus_juniperinus;Dianthus_sphacioticus;Dianthus_xylorrhizus;Digitalis_cariensis;Draba_cretica;Draba_heterocoma;Draba_parnassica;Drymocallis_halacsyana;Ebenus_cretica;Ebenus_sibthorpii;Echinops_graecus;Epipactis_cretica;Eryngium_amorginum;Eryngium_ternatum;Erysimum_candicum;Erysimum_candicum;Erysimum_corinthium;Erysimum_creticum;Erysimum_hayekii;Erysimum_krendlii;Erysimum_mutabile;Erysimum_naxense;Erysimum_raulinii;Erysimum_rechingeri;Erysimum_senoneri;Erysimum_senoneri;Erysimum_senoneri;Euphorbia_deflexa;Euphorbia_rechingeri;Euphorbia_sultan;Ferulago_sartorii;Ferulago_serpentinica;Ferulago_thyrsiflora;Festuca_pseudosupina;Fibigia_lunarioides;Filago_aegaea;Filago_cretensis;Filago_cretensis;Filago_wagenitziana;Fritillaria_ehrhartii;Fritillaria_euboeica;Fritillaria_messanensis;Fritillaria_obliqua;Fritillaria_obliqua;Fritillaria_rhodia;Fritillaria_rhodocanakis;Fritillaria_rhodocanakis;Fumana_paphlagonica;Gagea_omalensis;Galanthus_ikariae;Galanthus_samothracicus;Galium_amorginum;Galium_brevifolium;Galium_capitatum;Galium_citraceum;Galium_conforme;Galium_extensum;Galium_incrassatum;Galium_incurvum;Galium_melanantherum;Galium_monachinii;Galium_pastorale;Galium_peloponnesiacum;Galium_reiseri;Galium_samium;Galium_samothracicum;Galium_thracicum;Galium_thymifolium;Geocaryum_bornmuelleri;Geocaryum_creticum;Geocaryum_euboicum;Geocaryum_parnassicum;Goniolimon_sartorii;Gypsophila_nana;Halimium_voldii;Helianthemum_hymettium;Helichrysum_amorginum;Helichrysum_doerfleri;Helichrysum_heldreichii;Helichrysum_orientale;Helictochloa_agropyroides;Heptaptera_colladonioides;Herniaria_degenii;Herniaria_parnassica;Hesperis_laciniata;Hieracium_graecum;Hieracium_pannosum;Hieracium_psaridianum;Hieracium_schmidtii;Hieracium_schmidtii;Hieracium_sericophyllum;Himantoglossum_samariense;Horstrissea_dolinicola;Hymenonema_graecum;Hypecoum_procumbens;Hypericum_aciferum;Hypericum_amblycalyx;Hypericum_athoum;Hypericum_cuisinii;Hypericum_delphicum;Hypericum_empetrifolium;Hypericum_empetrifolium;Hypericum_fragile;Hypericum_jovis;Hypericum_kelleri;Hypericum_trichocaulon;Hypochaeris_tenuiflora;Iberis_runemarkii;Inula_candida;Inula_candida;Inula_candida;Inula_subfloccosa;Inula_verbascifolia;Inula_verbascifolia;Iris_unguicularis;Jacobaea_ambigua;Jacobaea_gnaphalioides;Johrenia_distans;Klasea_cretica;Lactuca_alpestris;Laserpitium_siler;Lathyrus_neurolobus;Leontodon_graecus;Leptoplax_emarginata;Limonium_aegaeum;Limonium_ammophilon;Limonium_amopicum;Limonium_aphroditae;Limonium_calliopsium;Limonium_carpathum;Limonium_compactum;Limonium_cornarianum;Limonium_creticum;Limonium_cythereum;Limonium_doerfleri;Limonium_dolihiense;Limonium_elaphonisicum;Limonium_fragile;Limonium_frederici;Limonium_graecum;Limonium_hierapetrae;Limonium_hirsuticalyx;Limonium_microcycladicum;Limonium_minoicum;Limonium_monolithicum;Limonium_ocymifolium;Limonium_oligotrichum;Limonium_palmare;Limonium_proliferum;Limonium_quinnii;Limonium_samium;Limonium_sartorianum;Limonium_sitiacum;Limonium_vanandense;Limonium_xerocamposicum;Linum_euboeum;Linum_gyaricum;Linum_gyaricum;Linum_leucanthum;Lysimachia_serpyllifolia;Malcolmia_macrocalyx;Medicago_arborea;Melica_rectiflora;Melilotus_graecus;Micromeria_carpatha;Micromeria_hispida;Micromeria_sphaciotica;Minuartia_attica;Minuartia_dirphya;Minuartia_eurytanica;Minuartia_wettsteinii;Muscari_cycladicum;Muscari_dionysicum;Muscari_kerkis;Muscari_pulchellum;Muscari_pulchellum;Muscari_spreitzenhoferi;Myosotis_solange;Nepeta_argolica;Nepeta_melissifolia;Nepeta_scordotis;Nepeta_sphaciotica;Nigella_arvensis;Nigella_arvensis;Nigella_carpatha;Nigella_degenii;Nigella_degenii;Nigella_degenii;Nigella_doerfleri;Nigella_icarica;Nigella_stricta;Odontites_linkii;Onobrychis_ebenoides;Onobrychis_sphaciotica;Ononis_verae;Onopordum_argolicum;Onopordum_bracteatum;Onopordum_caulescens;Onopordum_laconicum;Onopordum_majorii;Onopordum_rhodense;Onosma_erecta;Onosma_euboica;Onosma_kaheirei;Onosma_pseudoeuboica;Ophrys_argolica;Ophrys_argolica;Ophrys_cretica;Ophrys_cretica;Ophrys_fuciflora;Ophrys_omegaifera;Ophrys_scolopax;Ophrys_scolopax;Ophrys_sphegodes;Ophrys_sphegodes;Ophrys_sphegodes;Ophrys_sphegodes;Orchis_sitiaca;Orchis_spitzelii;Origanum_calcaratum;Origanum_dictamnus;Origanum_lirium;Origanum_microphyllum;Origanum_scabrum;Origanum_symes;Origanum_vetteri;Ornithogalum_atticum;Ornithogalum_brachystylum;Ornithogalum_creticum;Ornithogalum_dictaeum;Ornithogalum_dictaeum;Ornithogalum_exaratum;Ornithogalum_pumilum;Ornithogalum_spetae;Paeonia_clusii;Paeonia_clusii;Paeonia_mascula;Paronychia_bornmuelleri;Petromarula_pinnata;Petrorhagia_candica;Petrorhagia_dianthoides;Petrorhagia_fasciculata;Petrorhagia_glumacea;Petrorhagia_graminea;Petrorhagia_illyrica;Phagnalon_pygmaeum;Phlomis_lanata;Phlomis_pichleri;Pimpinella_pretenderis;Pimpinella_tragium;Polygonum_icaricum;Polygonum_idaeum;Prunella_cretensis;Quercus_trojana;Ranunculus_cupreus;Ranunculus_millii;Ranunculus_radinotrichus;Ranunculus_subhomophyllus;Ranunculus_thasius;Ranunculus_veronicae;Raparia_bulbosa;Raparia_bulbosa;Ricotia_cretica;Ricotia_isatoides;Rindera_graeca;Rorippa_icarica;Ruta_chalepensis;Sanguisorba_cretica;Saxifraga_sibthorpii;Scabiosa_albocincta;Scabiosa_hymettia;Scabiosa_minoana;Scabiosa_minoana;Scabiosa_sphaciotica;Scabiosa_sphaciotica;Scaligeria_halophila;Scilla_nana;Scorzonera_araneosa;Scorzonera_cretica;Scorzonera_crocifolia;Scorzonera_mollis;Scorzonera_scyria;Scrophularia_spinulescens;Scutellaria_albida;Scutellaria_brevibracteata;Scutellaria_goulimyi;Scutellaria_hirta;Scutellaria_rupestris;Scutellaria_rupestris;Scutellaria_sieberi;Scutellaria_sporadum;Securigera_globosa;Sedum_creticum;Sedum_laconicum;Sedum_praesidis;Sedum_tristriatum;Senecio_eubaeus;Senecio_fruticulosus;Seseli_crithmifolium;Sesleria_doerfleri;Sesleria_vaginalis;Sideritis_euboea;Sideritis_syriaca;Silene_adelphiae;Silene_aegaea;Silene_ammophila;Silene_ammophila;Silene_antri;Silene_corinthiaca;Silene_cythnia;Silene_dirphya;Silene_flavescens;Silene_gigantea;Silene_grisebachii;Silene_holzmannii;Silene_insularis;Silene_integripetala;Silene_integripetala;Silene_integripetala;Silene_integripetala;Silene_multicaulis;Silene_oligantha;Silene_pentelica;Silene_pinetorum;Silene_pinetorum;Silene_salamandra;Silene_samothracica;Silene_sartorii;Silene_sieberi;Silene_spinescens;Silene_variegata;Silene_vulgaris;Solenopsis_minuta;Stachys_chrysantha;Stachys_euboica;Stachys_mucronata;Stachys_spinosa;Stachys_spreitzenhoferi;Stachys_swainsonii;Stachys_tetragona;Staehelina_fruticosa;Staehelina_petiolata;Sternbergia_lutea;Symphytum_circinale;Symphytum_creticum;Symphytum_davisii;Symphytum_davisii;Symphytum_davisii;Symphytum_davisii;Taraxacum_coridophylloides;Taraxacum_delphicum;Taraxacum_graecum;Taraxacum_scolopendrinum;Telephium_imperati;Teucrium_alpestre;Teucrium_cuneifolium;Teucrium_francisci;Teucrium_gracile;Teucrium_montanum;Teucrium_montbretii;Thlaspi_bulbosum;Thlaspi_creticum;Thlaspi_zaffranii;Thymbra_calostachya;Thymus_samius;Tragopogon_lassithicus;Tragopogon_longifolius;Trifolium_andricum;Trifolium_phitosianum;Trifolium_praetermissum;Trifolium_rechingeri;Trigonella_corniculata;Tulipa_bakeri;Tulipa_cretica;Tulipa_doerfleri;Tulipa_goulimyi;Umbilicus_albido;Umbilicus_parviflorus;Valeriana_asarifolia;Verbascum_adeliae;Verbascum_aphentulium;Verbascum_arcturus;Verbascum_boissieri;Verbascum_cylindrocarpum;Verbascum_daenzeri;Verbascum_delphicum;Verbascum_epixanthinum;Verbascum_euboicum;Verbascum_haussknechtii;Verbascum_ikaricum;Verbascum_limnense;Verbascum_spinosum;Verbascum_syriacum;Veronica_glauca;Veronica_glauca;Veronica_glauca;Veronica_sartoriana;Veronica_thymifolia;Vincetoxicum_creticum;Viola_alba;Viola_chelmea;Viola_euboea;Viola_fragrans;Viola_phitosiana;Viola_rauliniana;Viola_samothracica;Viscum_album;Zelkova_abelicea
Alonnisos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Amorgos;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Anafi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Andimilos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
